id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
27924577,30% OFF! 302 Tsim Sha Tsui Metro 2 pax w/ Toilet,17982852,Will,,Yau Tsim Mong,22.29872,114.17622,Private room,501,1,40,2019-07-30,3.10,9,95
27925120,30% OFF! 304 TST Metro 2 pax - 1.4m  Bed w/ Toliet,17982852,Will,,Yau Tsim Mong,22.29761,114.17578,Private room,493,1,28,2019-08-09,2.19,9,0
27925446,Hong Kong Island Causeway Bay,91040854,Boris,,Wan Chai,22.27979,114.16837,Private room,1801,1,1,2019-03-31,0.17,2,358
27925978,Convenient Place for travel (Phone number hidden by Airbnb) bed),209041668,Mike & V,,Eastern,22.28472,114.21235,Private room,274,1,35,2019-09-09,2.84,1,19
27948423,"Tai Kok Tsui apartment, room for 2 available(tk4c)",97240131,Jov,,Yau Tsim Mong,22.323,114.16131,Private room,227,29,0,,,268,364
27949099,"2 BR MCGREGOR ST, WAN CHAI",138649185,Paridhi,,Wan Chai,22.27612,114.17387,Entire home/apt,1002,28,0,,,123,364
27951950,Double bed for 2 person ( R8 ),99810907,Max,,Yau Tsim Mong,22.29852,114.17336,Private room,478,1,33,2019-05-04,2.53,9,88
27953028,30% OFF! 306 TST Metro 2 pax - Private Bath Room,17982852,Will,,Yau Tsim Mong,22.29715,114.17612,Private room,493,1,19,2019-06-23,1.47,9,0
27953456,30% OFF! 303  TST Metro 3 pax - 1.45m w/ Bathroom,17982852,Will,,Yau Tsim Mong,22.2974,114.17606,Private room,603,1,23,2019-08-21,1.80,9,0
27953863,30% OFF!  305 TST Metro 4 pax - Private Bath Room,17982852,Will,,Yau Tsim Mong,22.29753,114.17462,Private room,595,1,14,2019-07-14,1.14,9,0
27954590,"旺角女人街,購物吃飯集中地",183844752,Boris,,Yau Tsim Mong,22.31637,114.17187,Entire home/apt,1002,4,32,2019-07-29,2.46,9,106
27955366,Comfort studio at LKF -  mins to Central station,76263915,Jess,,Central & Western,22.28041,114.15634,Entire home/apt,501,1,42,2019-08-30,3.23,22,339
27962188,旺角地鐵口 三房兩卫兩廁,15262785,Anny,,Yau Tsim Mong,22.32097,114.17224,Entire home/apt,1589,1,8,2019-06-04,0.74,9,170
27966622,Lovely furnished room in the heart of Wan Chai,107910285,Claire Therèse,,Wan Chai,22.2775,114.17498,Private room,431,5,0,,,2,87
27968643,Charming Balcony Home - 1min to Time Square & MTR,15631457,Emma,,Wan Chai,22.27834,114.18401,Entire home/apt,939,1,56,2019-08-12,4.30,4,26
27968745,Deluxe Double Room,204367699,Hotel Madera Hong Kong,,Yau Tsim Mong,22.30595,114.1689,Hotel room,2998,1,1,2019-07-01,0.37,2,222
27968883,Deluxe Twin Room,204367699,Hotel Madera Hong Kong,,Yau Tsim Mong,22.30711,114.16918,Hotel room,2998,1,4,2019-04-30,0.32,2,222
27972526,Flat Share Room in Hung Hom-new renovation (H1c),67709885,Morgan,,Kowloon City,22.31114,114.1896,Private room,251,31,0,,,95,364
27973039,Flat Share Room in Hung Hom-new renovation (H1e),67709885,Morgan,,Kowloon City,22.31189,114.18976,Private room,180,31,0,,,95,364
27974932,Capsule for one beside Mong Kok police station,185277937,Cyrus,,Yau Tsim Mong,22.32257,114.16926,Hotel room,86,1,59,2019-08-03,4.60,22,50
27975953,Tai Kok Tsui Apartment --for 12 persons !!! (4),97240131,Jov,,Yau Tsim Mong,22.32317,114.16062,Private room,900,29,0,,,268,364
27976601,Causeway Bay room for 1 person w/lift  (7d),97240131,Jov,,Wan Chai,22.27779,114.18006,Private room,204,29,0,,,268,364
27978679,Sham Sui Po Kowloon apartment for 7 people(4),97240131,Jov,,Sham Shui Po,22.32716,114.16,Entire home/apt,838,29,0,,,268,364
27981761,Capsule for one beside Mong Kok police station,185277937,Cyrus,,Yau Tsim Mong,22.32479,114.16718,Hotel room,86,1,54,2019-08-04,4.15,22,89
27989208,旺角地鐵站對面舒適清爽的家,74268379,敏兒,,Yau Tsim Mong,22.3195,114.1704,Entire home/apt,673,1,45,2019-07-29,3.49,5,17
27993543,清晨美景,211432519,Ka Lai,,Sai Kung,22.37726,114.26049,Private room,501,5,0,,,1,88
27993544,Hong Kong 私有公寓,211088775,Stardust,,Central & Western,22.28837,114.14542,Entire home/apt,752,7,0,,,1,0
27998779,Urban Chic 3 BR bright apt with lift on Hollywood,16156323,Christy,,Central & Western,22.28592,114.14692,Entire home/apt,1182,1,43,2019-09-01,3.30,2,41
28004615,Mountain~Airport/Expo/BigBuddha/Disney/HZMB,35348566,Shren,,Islands,22.29532,113.95292,Private room,658,1,32,2019-08-14,2.61,1,0
28004931,Bunk-bed sharing room in Tai Kok Tsui (TK4d),67709885,Morgan,,Yau Tsim Mong,22.32244,114.16089,Private room,2294,31,0,,,95,364
28017943,Spacious and modern flat in the heart of Soho,6343752,Aurélien,,Central & Western,22.28136,114.15325,Entire home/apt,1002,3,3,2019-06-11,0.24,1,0
28020611,Boutique Hotel Room Causeway,4481461,Simon,,Wan Chai,22.27629,114.1822,Private room,2497,1,2,2018-10-21,0.16,8,365
28034933,Tung Chung Sweet Tempatation 東涌小屋情壞,211766862,Lorraine,,Islands,22.27937,113.94179,Private room,501,1,57,2019-08-11,4.57,2,74
28036091,Room for one or couple,25669888,John,,Yau Tsim Mong,22.31745,114.16907,Private room,423,28,0,,,11,365
28039533,2 bed apartment in hip Sai Ying Pun with Pool/Gym,152561874,Barry,,Central & Western,22.28629,114.14052,Entire home/apt,1049,2,5,2019-08-24,0.49,2,2
28042054,Nice flat,210036093,Tang,,Sha Tin,22.36355,114.17404,Entire home/apt,5003,10,0,,,1,0
28042522,Tung Chung Sweet Villiage Tempatation,211766862,Lorraine,,Islands,22.279,113.94215,Private room,548,1,1,2018-12-02,0.10,2,177
28042682,Recently renovated one bed apt in Happy Valley,210918465,Monica,,Wan Chai,22.26815,114.18437,Entire home/apt,799,14,1,2018-10-01,0.08,1,0
28046589,｢限时特惠价｣立即体验 Moment&一刻    -福田CBD的网红民宿-两房,115768865,Carina,,Yuen Long,22.51523,114.07134,Entire home/apt,681,1,53,2019-09-13,4.14,4,355
28056270,Flat Share Room in Shamshuipo_new renovation SP4c,67709885,Morgan,,Sham Shui Po,22.32677,114.16198,Private room,251,31,0,,,95,364
28056562,10-min to Causeway Bay| 6 ppl| 20-min to Central,196373423,Ethen,,Eastern,22.29055,114.20169,Entire home/apt,791,1,29,2019-08-11,2.24,1,8
28073412,Capsule for one beside Mong Kok police station,185277937,Cyrus,,Yau Tsim Mong,22.32326,114.16763,Hotel room,86,1,49,2019-09-01,3.85,22,85
28088685,Simple & Cosy Apartment at the Centre of it All.,119557937,Nathan,,Eastern,22.28293,114.21324,Entire home/apt,344,2,4,2019-02-06,0.33,1,0
28091264,New Stylish Private Room in Sheung Wan-Near Soho,212191872,Mojo Nomad,,Central & Western,22.28537,114.15104,Hotel room,1002,1,0,,,4,362
28093197,Newly renovated 13 Explore like local,6067974,Wilson,,Eastern,22.28773,114.19325,Entire home/apt,1198,30,0,,,29,301
28093504,Leighton Apartment - World Trade #2 (禮寓 - 世貿館 #2),170865474,Chun Hung,,Wan Chai,22.28243,114.18341,Private room,650,8,14,2019-06-08,1.19,2,78
28095319,"HENNESSY ROAD STUDIOS, WAN CHAI",138649185,Paridhi,,Wan Chai,22.27822,114.17681,Entire home/apt,775,30,0,,,123,364
28095863,Causeway Bay room for 1 person - Cheap ! (20b),97240131,Jov,,Wan Chai,22.27846,114.17985,Private room,102,29,0,,,268,364
28096250,"JAFFE ROAD SPACIOUS SUITES, WAN CHAI",138649185,Paridhi,,Wan Chai,22.27801,114.17832,Entire home/apt,806,30,0,,,123,364
28109241,"Cozy Studio In Wanchai, Hong Kong Island",135473426,PrettyHouse,,Wan Chai,22.27673,114.1789,Entire home/apt,493,2,5,2018-10-29,0.43,2,0
28114283,"Queen Room:3 min to TST MTR, bathroom next to room",105331396,Terence,,Yau Tsim Mong,22.29961,114.17235,Private room,423,1,22,2019-08-01,1.87,3,162
28114851,New King Room with Massage Shower. 3 Min to MTR,98673962,Angela,,Yau Tsim Mong,22.30663,114.17289,Hotel room,9998,1,1,2019-06-16,0.31,4,347
28114856,King Room with Gym & Views of Iconic Landmarks,98673962,Angela,,Yau Tsim Mong,22.30746,114.17269,Hotel room,9998,1,0,,,4,347
28114858,"Family Suite - Bright, Comfy, Daily House Keeping",98673962,Angela,,Yau Tsim Mong,22.30693,114.17207,Hotel room,9998,1,0,,,4,346
28114862,Twin Room with Views of Kowloon's Iconic Landmarks,98673962,Angela,,Yau Tsim Mong,22.3067,114.17276,Hotel room,9998,1,0,,,4,347
28117116,New Stylish Shared Room in Sheung Wan-Near Soho,212191872,Mojo Nomad,,Central & Western,22.28517,114.14946,Hotel room,697,1,7,2019-03-16,0.62,4,362
28117190,A Nordic style studio 1 min MTR 邻近西九高铁北欧風格独立卫浴大床公寓,67157758,Larin,,Yau Tsim Mong,22.30807,114.16621,Entire home/apt,478,1,76,2019-08-31,6.06,11,273
28120301,Central --- room for 2 persons in LKF  (9b,97240131,Jov,,Central & Western,22.28214,114.15696,Private room,282,29,0,,,268,364
28121776,Cristina’s place,212416961,Cristina,,Central & Western,22.28257,114.12781,Entire home/apt,399,3,3,2018-12-09,0.28,1,0
28122699,Sham Sui Po --- Room for 2  with lift ! (4c),97240131,Jov,,Sham Shui Po,22.32609,114.16021,Private room,251,29,0,,,268,364
28128727,Fortress Hill(1 min MTR)near Causeway Bay潔淨公寓3人行,3707765,Amy,,Eastern,22.28827,114.19275,Private room,478,2,6,2019-01-02,0.51,6,0
28137204,Capsule for one beside Mong Kok police station,185277937,Cyrus,,Yau Tsim Mong,22.3246,114.16866,Hotel room,86,1,52,2019-07-28,4.12,22,77
28138623,E  Designer Studio 1 mins MTR 邻近西九高铁简约设计独立卫浴大床公寓,67157758,Larin,,Yau Tsim Mong,22.30651,114.16634,Entire home/apt,470,1,54,2019-09-14,4.27,11,294
28142617,Private Room near Central,36868522,Siu Lin,,Central & Western,22.28068,114.15124,Private room,650,28,1,2018-12-15,0.11,1,181
28144928,11 people for a Whole Place (  11 人住整個地方 ),192413551,Grace,,Yau Tsim Mong,22.29518,114.17389,Entire home/apt,1722,1,3,2019-06-02,0.39,10,173
28152465,単人房 私人浴室 (学生月租),30098437,Dragon Hostel,,Yau Tsim Mong,22.32081,114.17124,Private room,172,28,1,2019-03-31,0.17,52,111
28161624,14-pax / 2.5 Bathroom apartment next to Jordan MTR,50172398,Gloria,,Yau Tsim Mong,22.30193,114.17331,Entire home/apt,1996,1,31,2019-08-28,2.51,29,310
28163693,Master Bedroom in Shared Apartment,2302770,Julia,,Central & Western,22.28443,114.1488,Private room,493,1,15,2019-08-18,1.61,3,8
28164009,Studio on MacDonnell Road,55002064,Kalai,,Central & Western,22.27527,114.15581,Entire home/apt,853,5,10,2019-03-31,0.85,1,325
28164968,雙人房-附私人浴室 Double Room with Private Bathroom,189860862,Cherry,,Yau Tsim Mong,22.29909,114.1734,Private room,446,1,1,2019-06-08,0.29,13,352
28165727,8 People (8個人住 ) 2 TRIPLE+1 DOUBLE,69917051,Happy Peach,,Yau Tsim Mong,22.2992,114.17363,Private room,1996,1,2,2019-04-07,0.16,13,251
28172291,POLY  U ---- Room for 2  available   with lift (1e,97240131,Jov,,Kowloon City,22.31068,114.18968,Private room,243,29,0,,,268,364
28174233,Quarry Bay STUDIO -- for 2  -- with lift (1d),97240131,Jov,,Eastern,22.28814,114.21062,Private room,282,29,0,,,268,364
28176412,Moment &一刻 摩洛哥风网红民宿 福田口岸CBD 会展中心 (非整套出租),115768865,Carina,,Yuen Long,22.51599,114.07385,Private room,321,1,19,2019-03-16,1.54,4,7
28177617,Lovely Bedroom in the heart of HK,38198977,Ivy,,Central & Western,22.28652,114.14605,Private room,501,30,0,,,1,180
28190215,Mong kok• Amazing luxury apt fits 4 close to MTR,26061215,Lucy,,Yau Tsim Mong,22.3168,114.16878,Entire home/apt,916,2,6,2018-11-18,0.48,3,0
28190622,10 sec to Sogo! Centre of Centre in CWB!,209287878,Katie,,Wan Chai,22.27996,114.18394,Entire home/apt,799,4,25,2019-08-27,2.13,3,205
28194388,"近紅堪體育場 理工大學土瓜湾入住(男生宿舍)房間乾淨,設備齊全｡",210057623,宇,,Kowloon City,22.31846,114.18686,Shared room,188,200,15,2019-02-12,1.27,1,89
28196704,紅館客棧 Spin Hotel 6 - 標準雙人床房 Double bed room*** 全新裝修,166183091,Pineapple,,Yau Tsim Mong,22.3172,114.1711,Private room,243,1,17,2019-06-01,1.38,10,81
28197275,紅館客棧 Spin Hotel 4 - 標準雙床房 Twin bed room*** 全新裝修,166183091,Pineapple,,Yau Tsim Mong,22.31693,114.17116,Private room,352,1,5,2019-05-07,0.43,10,73
28209605,紅館客棧 Spin Hotel 3 - 標準雙人床房 Double bed room*** 全新裝修,166183091,Pineapple,,Yau Tsim Mong,22.31779,114.17106,Private room,423,1,18,2019-06-08,1.45,10,74
28210918,Private Queensize room in a share flat Lantau,212964145,Lynn,,Islands,22.26934,113.98645,Private room,251,1,41,2019-08-12,3.35,1,89
28211638,單人房 共用浴室 (学生月租 1 ),30098437,Dragon Hostel,,Yau Tsim Mong,22.32026,114.17165,Private room,157,28,1,2019-03-24,0.17,52,365
28211839,単人房 私人浴室 (学生月租 1 ),30098437,Dragon Hostel,,Yau Tsim Mong,22.31954,114.17169,Private room,180,25,0,,,52,340
28213181,超值旺角區單人房-Limited Offer-Sinlge Room for 1@ Mong Kok,24358640,Janis,,Yau Tsim Mong,22.3173,114.16856,Private room,157,25,1,2019-06-16,0.31,54,314
28214344,超值旺角大床房-Limited Offer-Double Room for 1@ Mong Kok,24358640,Janis,,Yau Tsim Mong,22.31758,114.1704,Private room,219,7,8,2019-07-29,0.69,54,335
28216501,Cosy Hong Kong apartment in Soho,213123632,Ragne,,Central & Western,22.28143,114.15386,Entire home/apt,2443,1,6,2019-04-08,0.59,1,0
28217624,Cozy Double Bedroom in the heart of HK w/ rooftop,70866673,Quentin,,Central & Western,22.28183,114.15334,Private room,564,3,2,2019-04-07,0.17,1,42
28219540,【蓝·萃】文锦渡､罗湖口岸､国贸大厦､金光华､东门老街.阳光河畔､近地铁､简约二居,165995894,森林,,North,22.53959,114.12481,Entire home/apt,548,1,6,2019-07-02,0.52,1,181
28231067,1) 港島區 - 步行至西營盤港鐵站只需3分鐘 - 性價比高型格背包旅舍 Apple Hotel,213244095,Apple Hotel,,Central & Western,22.28779,114.14271,Shared room,149,1,45,2019-07-27,3.77,3,80
28231625,!1 min to Mid-lvl Escalator - luxury pad Central,213249479,Angad,,Central & Western,22.28121,114.15011,Entire home/apt,822,7,12,2019-09-12,1.03,1,30
28232618,GZ福田口岸&会展中心皇岗口岸地铁口三房一厅整租,212211643,Jolin,,Yuen Long,22.51562,114.07328,Entire home/apt,658,1,0,,,1,0
28232673,高鐵高旁 簡單舒適民宿 8人 地鐵站2分鐘,101588128,V,,Yau Tsim Mong,22.30158,114.17444,Entire home/apt,1026,1,54,2019-08-28,4.44,6,129
28232832,Capsule for one beside Mong Kok police station,185277937,Cyrus,,Yau Tsim Mong,22.3249,114.16743,Hotel room,86,1,34,2019-07-23,2.87,22,84
28236788,高層看中环,213276767,Chau,,Kowloon City,22.31549,114.18839,Entire home/apt,1801,2,31,2019-07-29,2.58,1,73
28236835,Modern family-friendly apartment near Ocean Park,9824328,Elise,,Southern,22.24171,114.15873,Entire home/apt,650,2,8,2019-08-04,0.68,1,9
28238194,三房两厅近海边栈道舒适干净房屋,53229397,Yvonne,,North,22.55044,114.23728,Entire home/apt,752,2,2,2019-06-09,0.43,1,363
28239663,Funky studio in Sheung Wan with garden rooftop,10394428,Romar,,Central & Western,22.28546,114.14603,Entire home/apt,548,2,11,2019-04-21,0.93,2,0
28241309,"Large Cozy Bedroom Near HKUST, TKO MTR & Kwun Tong",30511127,Rye,,Sai Kung,22.30785,114.25994,Private room,298,1,11,2019-08-10,1.01,2,80
28241477,"【晨曦Dawn · 一希】北欧风格巨幕投影仪,地铁口,华强北会展中心皇岗､福田口岸",213309004,希,,North,22.53157,114.08654,Entire home/apt,399,1,104,2019-09-06,8.21,3,177
28246021,皇岗口岸/福田口岸北欧精品两房/长租有优惠,100620292,Jack,,Yuen Long,22.51556,114.07449,Entire home/apt,470,1,9,2019-09-06,0.71,2,89
28254990,Hong Kong Apartment,207972391,Rafiqa,,Yau Tsim Mong,22.32523,114.16939,Private room,141,150,0,,,1,180
28261576,Rare Find! Cozy Spacious Home in heart of CWB,1247737,Lyn,,Wan Chai,22.28088,114.18415,Entire home/apt,1229,1,26,2019-07-27,2.32,1,154
28270244,Tsimshatui flat share room (T4c),67709885,Morgan,,Yau Tsim Mong,22.29844,114.17074,Private room,188,31,1,2018-11-24,0.10,95,364
28270585,"Single Rm, 1min MTR 침사추이 , Speaks Eng/한국어/中文 33s",123954370,Juliet,,Yau Tsim Mong,22.29807,114.17356,Private room,298,1,10,2019-06-19,0.81,11,11
28271354,Causeway Bay - walk to TIMES SQ room for 2 (10c),97240131,Jov,,Wan Chai,22.27982,114.18275,Private room,219,29,0,,,268,270
28272161,"Double Rm, 1min MTR침사추이, Speaks Eng/한국어/中文 37s",123954370,Juliet,,Yau Tsim Mong,22.29667,114.17234,Private room,478,1,2,2019-06-19,0.52,11,87
28276784,皇岗口岸 华强北 北欧风格 简约时尚,213552411,建,,North,22.53164,114.08525,Entire home/apt,298,1,7,2019-05-22,0.57,1,68
28287026,bargain spacepod at city center no elevator,185277937,Cyrus,,Yau Tsim Mong,22.32139,114.17117,Hotel room,78,1,46,2019-09-02,3.74,22,73
28287961,"Green, light & airy in Mid Levels",52081065,David,,Central & Western,22.27918,114.15215,Entire home/apt,697,2,1,2018-09-15,0.08,1,0
28289228,#24 ❤ Modern Studio ❤ 2 min to Causeway Bay MTR!,198109516,Yumi,,Wan Chai,22.28126,114.18692,Private room,431,28,1,2018-10-21,0.09,43,365
28289539,Cozy Studio in the heart of Kowloon East,60292597,Quincy,,Kwun Tong,22.30836,114.22659,Entire home/apt,384,29,1,2019-04-21,0.20,1,358
28290071,COZY STUDIO FOR 2-3*3mins to MTR*24mins to AIRPORT,51187996,Yuen,,Yau Tsim Mong,22.30841,114.16542,Entire home/apt,423,1,73,2019-08-30,5.81,15,129
28291897,沙田金狮单间,213659383,Linlin,,Sha Tin,22.36701,114.18078,Private room,298,1,0,,,1,0
28295376,皇岗口岸/福田口岸/北欧精品两房/长租有优惠,189662663,Shammy,,Yuen Long,22.51711,114.07296,Entire home/apt,548,1,0,,,1,89
28303237,Bright and spacious apartment in Wan Chai/Midlevel,6726910,Sophie,,Wan Chai,22.2761,114.17149,Private room,799,1,3,2018-10-06,0.25,1,0
28305557,Sheung Wan Room in Flat Share (SW9c),67709885,Morgan,,Central & Western,22.28832,114.14476,Private room,196,31,0,,,95,364
28305782,Kennedy Town Room in Flat Share (K3c),67709885,Morgan,,Central & Western,22.28279,114.12931,Private room,196,31,0,,,95,364
28306297,Orchid house at Time Square,39989776,Jaehwan,,Wan Chai,22.27863,114.1824,Entire home/apt,783,1,64,2019-09-11,5.29,15,60
28307219,Foresight house at Time Square,39989776,Jaehwan,,Wan Chai,22.27784,114.1818,Entire home/apt,587,1,46,2019-07-23,3.82,15,91
28311028,Secret deal New cosy APT 3pax 1min MTR/subway,82628626,Ao,,Yau Tsim Mong,22.3064,114.17203,Entire home/apt,587,1,46,2019-09-16,3.91,2,69
28318197,CWB Wanchai  Cozy 2BR! Convenient!,25665568,Mary,,Wan Chai,22.27906,114.18104,Entire home/apt,799,4,16,2019-06-09,1.31,9,136
28318403,#3 ❤ Modern Studio ❤ 2 min to Causeway Bay MTR!,198109516,Yumi,,Wan Chai,22.28134,114.1844,Private room,438,28,0,,,43,18
28318630,Private Room: Best Location in Hong Kong,50553640,Alexandra,,Central & Western,22.28156,114.15404,Private room,352,2,5,2019-02-10,0.41,3,0
28321085,東涌山下村合租!交通方便!近地鐡站!免費WiFi,201956962,Maisy,,Islands,22.27988,113.94215,Private room,227,28,0,,,2,364
28326964,bargain spacepod at city center no elevator,194240321,Cyrus,,Yau Tsim Mong,22.31952,114.16984,Hotel room,78,1,63,2019-09-02,5.03,9,55
28329783,"SMART STUDIO SET-UP ON LEGHTON RD, CWB",138649185,Paridhi,,Wan Chai,22.27853,114.18501,Entire home/apt,697,30,0,,,123,364
28331627,福田口岸会展中心温馨两居室,213934301,代成蓉,,Yuen Long,22.51645,114.07273,Private room,564,1,2,2019-02-09,0.23,1,180
28336539,Pine tree house for Family at Time Square,39989776,Jaehwan,,Wan Chai,22.27803,114.18265,Entire home/apt,2403,1,3,2019-02-08,0.29,15,87
28344273,bargain spacepod at city center no elevator,194240321,Cyrus,,Yau Tsim Mong,22.32078,114.16986,Hotel room,78,1,53,2019-08-29,4.29,9,84
28344847,3BR Apt in CWB! Convenient for big group!,209287878,Katie,,Wan Chai,22.27873,114.18279,Entire home/apt,877,4,33,2019-09-10,2.70,3,95
